# pdgid  px  py  pz  energy  x  y  z  t
# event id 1, Number_of_parton  
135
1  -435.724  -123.659  893.619  1001.85  -0.000612725  -0.000173892  0.00125663  0.00140882  119  0
-3  19.2945  -0.803469  8.06608  20.9341  8.09767  -0.337206  3.38523  8.78577  0  184
21  9.99522  16.7228  -4.40098  19.9731  0.0350421  0.0586282  -0.0154293  0.0700234  224  106
21  -0.0604911  -0.296487  3.3272  3.34093  -0.0950518  -0.46588  5.22814  5.24972  226  219
21  -6.4369  0.947329  -3.31944  7.30409  -0.171937  0.0253042  -0.088666  0.1951  164  124
21  63.2396  47.5491  56.7117  97.3467  0.0246028  0.0184985  0.0220632  0.0378719  118  208
21  2.2725  1.12655  0.123811  2.53943  0.531838  0.263648  0.0289757  0.594307  154  113
-3  2.13452  1.32167  -1.01158  2.7525  0.396662  0.245609  -0.187985  0.511504  0  152
21  12.0483  2.37114  2.66659  12.5656  3.42726  0.674497  0.758541  3.57442  166  112
3  -7.01496  7.95117  -113.175  113.672  -12.4911  14.1582  -201.525  202.409  110  0
21  22.1208  27.0672  320.519  322.419  0.00538595  0.00659028  0.0780395  0.0785023  104  211
21  3.85364  -1.90243  -1.53758  4.56442  0.333606  -0.164691  -0.133107  0.395138  156  139
21  16.1127  2.528  10.0713  19.1687  9.00024  1.41209  5.62562  10.7073  203  147
21  10.286  1.89236  1.44858  10.5584  0.305257  0.0561595  0.0429894  0.313343  125  187
21  3.05291  1.34277  46.6456  46.7647  1.00983  0.444156  15.4292  15.4686  115  196
21  9.76652  -0.906548  60.2719  61.0648  0.110478  -0.0102548  0.68179  0.690759  111  197
21  0.8351  0.367325  -0.418274  1.00363  0.353961  0.155693  -0.177288  0.425394  117  182
21  3.97349  1.03944  5.67763  7.00746  0.511116  0.133705  0.730323  0.901382  106  167
21  -12.5988  -5.14469  23.5005  27.1564  -4.52283  -1.84688  8.4364  9.74883  102  178
21  150.22  -13.3728  72.5939  167.376  0.0127307  -0.00113331  0.00615214  0.0141847  227  109
2  -1.76233  2.07877  -755.06  755.065  -3.89232e-06  4.5912e-06  -0.00166764  0.00166765  160  0
3  -0.13176  1.06688  0.783243  1.42094  -0.0953303  0.771906  0.566689  1.02807  180  0
21  2.45164  0.98432  1.86069  3.23134  0.632865  0.254092  0.480317  0.834138  113  191
21  9.21278  -0.420426  4.10031  10.0928  0.368414  -0.0168126  0.163969  0.403605  109  133
21  0.0276932  0.952839  -0.518921  1.08533  0.0494244  1.70054  -0.926123  1.937  205  239
21  -44.7671  -13.8307  92.2867  103.5  -0.872949  -0.269696  1.79957  2.01823  136  119
21  2.37568  -2.00087  0.159428  3.11011  0.572445  -0.48213  0.0384158  0.749412  189  103
3  -2.76703  0.474531  -2.57441  3.84177  -0.204404  0.0350542  -0.190175  0.283796  108  0
21  2.01211  -0.509415  0.584898  2.15643  1.17976  -0.298686  0.342944  1.26438  212  222
3  0.0438434  0.187783  -0.282697  0.605889  0.150183  0.643238  -0.96836  2.07544  152  0
21  -0.422538  0.0344542  26.7875  26.7909  -0.0686229  0.00559559  4.35047  4.35101  153  173
21  2.53086  1.91564  2.96794  4.34553  0.15095  0.114256  0.177019  0.259184  107  154
21  0.571507  0.0359682  0.0590942  0.575679  1.87031  0.11771  0.193392  1.88397  133  155
21  1.97171  -0.994581  1.04272  2.44215  0.546428  -0.275632  0.288974  0.676803  112  156
21  -0.311393  -0.237618  -240.752  240.752  -0.0703159  -0.0536567  -54.3644  54.3645  165  160
21  -0.0398033  1.42825  0.0325884  1.42918  -0.00934808  0.335435  0.00765361  0.335652  105  164
21  -1.22212  -0.348111  -44.3623  44.3804  -1.89042  -0.538471  -68.6212  68.6494  101  176
21  25.246  6.26471  4.20979  26.3501  0.202647  0.0502861  0.0337915  0.211509  183  166
